BscStartDate,Asset,OriginalShorttext,PMType,Cost
2007-02-15,E,WELDING REPAIRS TO CATWALK,PM01,0
2007-04-10,E,REPAIR DEFECTS AS PER ATTACHED LIST,PM01,0
2007-05-20,E,R/H  PUMP  BOX CONTAMINATION ALARM  ON,PM01,151.35
2007-07-18,E,REPLACE TRAVEL ALARM.,PM01,248.66
2007-07-30,E,UPGRADE WITH COLLISION AVOIDANCE CAMERAS,PM04,14375
2007-08-02,E,R/H CAMERA NOT WORKING.,PM01,0
2007-10-11,E,WALKWAY ON LEFT SIDE OF BOOM BROKEN,PM01,0
2007-10-11,E,WALKWAY BROKEN - RH SIDE OF BOOM,PM01,0
2007-11-25,E,EMERGENCY PULL CORD TORN OFF,PM06,146.9
2008-01-18,E,CAMERA UPGRADE,PM01,3906
2008-05-15,E,REPLACE DAMAGED WALKWAY,PM06,1029
2008-06-27,E,REPAIR 3 DAMAGED CAMERAS.,PM01,0
2008-07-02,E,EMERGENCY STOP NOT WORKING,PM01,0
2008-08-29,E,Cameras not working,PM01,0
2009-04-23,E,REPLACE CMS CARD,PM01,6819.36
2009-10-19,E,REPAIR BOOM WALKWAY,PM01,4606.17
2009-11-10,E,REPLACE REVERSE ALARM,PM01,443.18
2010-02-09,E,"REPAIR CAMERAS, LIGHTS.",PM01,3644.16
2010-04-01,E,R/H ENGINE DIPSTICK TUBE BROKEN,PM01,790.99
2010-04-29,E,replace dip stick tube,PM01,499.8
2010-07-29,E,FRONT WINDSCREEN CRACKED,PM06,4566.43
2010-07-31,E,REPAIRS TO ALARMS AND FAULT ERRORS,PM01,1659.12
2011-02-28,E,REPAIR BROKEN ENG BAY ACCESS PLATFORM,PM01,0
2011-06-09,E,Repair Murphy Guage/ Lts / Travel Alarm,PM01,0
2011-10-17,E,Cas Cam not working,PM01,7095
2003-12-07,A,REPAIR LIGHTS,PM01,145.87
2004-07-15,A,LIGHT NOT WORKING,PM01,162.71
2006-01-20,A,LIGHT NOT WORKING,PM01,171.94
2006-11-07,A,REPAIR WORK LIGHTS,PM01,56.04
2007-08-31,A,REPAIR LIGHTS,PM01,144.77
2001-11-13,B,repair work lights.,PM01,221.15
2001-12-17,B,SHORT IN LIGHT,PM01,569.08
2002-01-07,B,repairs to lights,PM01,415.71
2002-03-12,B,REPAIR / REPLACE LIGHTS,PM01,265.05
2002-03-14,B,R/H WORK LIGHT NOT WORKING,PM01,300.73
2002-03-29,B,REPLACE BULBS IN LIGHTS.,PM01,0
2002-03-30,B,R/H LIGHTS NOT WORKING,PM01,132.52
2002-04-23,B,Warning lights out in dash,PM01,66.18
2002-05-21,B,repair broken lights.,PM01,-139.52
2002-05-27,B,Install new style lights.  Model 9720,PM01,6903
2002-10-02,B,service lamp u/s,PM01,126.6
2002-10-09,B,REPLACE /REPAIR FAULTY LIGHTS,PM01,189.89
2003-07-19,B,Work lights PTO area not working,PM01,488.09
2003-08-06,B,interior light u/s,PM01,0
2003-11-09,B,instrument panel lights u/s,PM01,317.99
2004-03-12,B,instrument lighting not working,PM01,123.21
2004-04-05,B,LIGHTS U/S,PM01,122.37
2004-04-22,B,Lights tripped CB. LH rear circuit fault,PM01,0
2004-05-02,B,Repair LH rear light circuit,PM01,0
2004-06-27,B,2 x lights out on rear,PM01,0
2004-07-01,B,lights tripping out,PM01,114.01
2004-01-23,C,REPLACE MAINTANCE LIGHT RELAY,PM01,0
2004-01-23,C,RPLACE MAINTANCE LIGHT RELAY,PM01,407.79
2004-01-30,C,ADD EXTRA LIGHTS,PM01,4826.77
2005-05-14,C,REPAIR COMPARTMENT LTS,PM01,501.13
2005-11-11,C,L/H side back light not working,PM01,146.92
2006-03-05,C,REPAIR MAINTENANCE LIGHTS,PM01,310.24
2006-06-30,C,REPLACE 2 X SPEAKER LIGHTS,PM01,1492.32
2007-04-13,C,REPAIR MAINTENANCE LIGHTS,PM01,314.33
2009-01-07,C,REPLACE ENGINE BAY LIGHTS,PM01,4861.38
2009-01-07,C,REPLACE ENGINE BAY LIGHTS,PM01,2613.6
2009-03-17,C,REPLACE ENGINE BAY LIGHTS,PM01,2398
2010-06-24,C,REPLACE LIGHTS,PM01,1290
2011-01-10,C,repair lts,PM01,399.13
2003-12-17,D,Fit extra lights to boom and stick,PM01,5370.25
2004-03-25,D,work lights u/s TEXT,PM01,3662.73
2005-01-20,D,replace fluoro in cooler module,PM01,638.05
2005-01-20,D,fit extra lighting in eng bays.,PM01,2914.68
2005-02-22,D,replace servo light bulb,PM01,0
2005-03-20,D,maintenance lights staying on,PM01,630.81
2005-08-28,D,Replace U/S boom lights    COMPLETED,PM01,0
2005-08-29,D,replace light front right handside,PM01,213.9
2005-10-26,D,replace work lights,PM01,1962
2006-01-08,D,Replace rear counterweight lights x 2,PM01,1933.96
2006-01-23,D,Light bracket U/S,PM01,469.47
2006-02-14,D,Replace globes in instrument cluster,PM01,703.01
2006-03-09,D,replace cooler module light,PM01,0
2006-05-09,D,Two lights out on cab,PM01,1863.87
2006-05-14,D,replace lights,PM01,329.01
2006-06-15,D,Check and repair all lights,PM01,0
2006-07-22,D,Instrument lighting not working SHD24,PM01,705.42
2006-08-28,D,Replace blown 24v HID lights SHD24,PM01,1852.58
2006-09-07,D,R/REAR LIGHT OUT(B26123),PM01,330.1
2006-09-15,D,supply used lights,PM01,3463.88
2006-10-02,D,repair/replace rear flashing light,PM01,238.48
2006-11-23,D,Check BOOM Lights not working,PM01,132.29
2007-01-10,D,Service leg light u/s,PM01,0
2007-02-06,D,change  out light,PM01,0
2007-06-21,D,2 lights out on boom,PM01,330
2007-06-24,D,Machine inspection lights staying on,PM01,0
2007-06-25,D,Work lights staying on,PM01,0
2007-06-25,D,Engine bay lights wont turn off,PM01,668.51
2007-11-08,D,two work lights not working SHD24,PM01,1508.98
2007-11-15,D,R/H Rear worklight & revolving light,PM01,0
2008-01-24,D,R/H flashing light u/s,PM01,0
2008-07-17,D,repair engine lights,PM01,80.13
2008-07-31,D,add extra light,PM01,650.79
2008-09-25,D,Eng bay lights u/s changeout,PM01,4079.56
2009-06-16,D,Lights not working,PM01,620.09
2009-08-12,D,Servo bulb blown,PM01,27.8
2009-09-08,D,servo bulb blown,PM01,0
2009-11-24,D,No engine bay lights,PM01,0
2010-06-08,D,light cascade room point left flickers,PM01,0
2010-06-29,D,SHD 24 - Repair lights as per history,PM01,5217.49
2011-01-06,D,replace 2 flood lights,PM01,370
2011-04-28,D,Lost boom lights SHD24,PM01,0
2011-09-19,D,Scope maintenance lights for service day,PM01,82
2007-10-05,E,REPLACE DASH LIGHTS,PM01,23.1
2008-04-21,E,REPAIR LIGHTS AROUND REFUELLING STATION,PM01,0
2009-03-16,E,REPLACE ENG BAY LIGHTS WITH LED'S,PM01,5130.25
2010-02-08,E,REPLACE 6 ENGINE BAY LIGHTS,PM01,3274.53
2010-02-09,E,"REPAIR CAMERAS, LIGHTS.",PM01,3644.16
2010-06-18,E,Two pump room lights u/s,PM01,1349.6
2010-09-15,E,REPLACE LED WORK LIGHTS,PM01,1618.3
2010-09-20,E,repair lts,PM01,1273.68
2010-12-06,E,Replace Lights,PM01,0
2011-06-09,E,Repair Murphy Guage/ Lts / Travel Alarm,PM01,0
2011-08-29,E,back lh lighjts not working,PM01,0
2007-01-30,A,WONT TRAM -REPAIR ACCESS STEPS,PM01,0
2002-03-26,B,REPAIRS TO STEPS AND HANDRAIL,PM01,202.25
2002-05-15,B,Repair cracks in power step,PM01,0
2002-06-15,B,WELD ENGINE ACCESS LADDER  BROKEN,PM01,0
2002-06-20,B,FABRICATE NEW ACCESS STEP,PM01,214.88
2002-07-12,B,BROKEN STEPS (REVERSED INTO BY TRUCK),PM01,702.13
2002-08-06,B,Refit damaged stairs,PM01,119.44
2002-09-02,B,REFIT POWER STEP,PM01,941.49
2002-09-02,B,Repair lower steps,PM01,0
2002-12-02,B,VERTI STEP NEEDS ADJUSTING WONT LOCK IN,PM01,0
2003-01-07,B,BROKEN LADDER RAIL BETWEEN ENGINES,PM01,555.11
2003-01-26,B,ADJUST VERTI STEP LINKAGE,PM01,0
2003-03-18,B,ladder between engines repair step,PM01,165.35
2003-04-19,B,Power step needs adjusting,PM01,57.3
2003-05-04,B,Verti-step not going down all way,PM01,382.76
2003-05-31,B,weld crack steps engine access,PM01,124.12
2003-06-22,B,adjust verti step,PM01,0
2003-12-08,B,Repair SHD16 Verti step,PM01,1737
2004-01-07,B,repair step to top deck,PM01,240.39
2004-01-19,B,refit verti-step,PM01,480.79
2005-02-19,C,REPAIR ACCESS STEPS / HANDRAILS,PM01,0
2005-02-19,C,REPAIR ACCIDENT DAMAGE TO ACCESS STEPS,PM06,233.65
2006-03-14,C,LADDER ROPE LOWER PULLEY SEIZED.,PM01,0
2006-05-08,C,REPLACE BOTH LADDER ROPES,PM01,945.16
2007-11-25,C,BROKEN HANDRAIL ON ACCESS LADDER,PM01,330.01
2010-03-14,C,EMERGENCY LADDER BENT,PM01,196
2003-09-09,D,repair accident damage to access stairs,PM01,0
2003-09-11,D,Repair accident damage to access stairs.,PM06,2434.62
2004-03-08,D,repair broken handrail on access stairs,PM01,330.51
2004-04-01,D,MODIFY HANDRAILS ON BOARDING LADDER,PM01,367.11
2004-07-21,D,repair emergency ladder,PM01,570.06
2004-09-13,D,Emergency access ladder is bent,PM01,0
2005-01-17,D,Repair damaged steps and handrails.,PM01,303.18
2005-02-04,D,Damaged access stairs,PM06,667.31
2005-02-08,D,Repair steps handrail,PM06,2764.56
2005-02-11,D,access stairs broken,PM06,1620.6
2005-07-12,D,REPLACE DAMAGED EMERGENCY LADDER,PM06,1174.72
2005-07-19,D,ACC: Remove & Replace Main access steps,PM06,47758.71
2005-07-20,D,replace fitting on steps,PM01,0
2005-07-25,D,access stairs pulldown cable fouling,PM01,289.37
2005-07-27,D,Repair handrail on access stairs,PM06,289.37
2005-11-11,D,Repairs to stairs control,PM01,329.36
2006-01-13,D,Repair accident damage to stairs,PM01,782.45
2006-04-06,D,DEF. Lower step handrail bent,PM01,551.7
2006-04-23,D,Repair access steps..acc damage,PM06,0
2006-06-15,D,Repair damage to main steps,PM01,630
2006-09-23,D,repair broken stair tread,PM06,361.16
2007-08-24,D,ACC.damage access stairs SHD 24,PM06,1448.66
2007-08-27,D,Repair Stairs,PM01,1001.47
2007-11-23,D,ACC. Repair access ladder H/rails,PM06,1068.27
2008-04-24,D,Oil leaks under steps,PM01,1914.33
2008-06-03,D,ladder bent,PM01,463.26
2008-09-25,D,step light on,PM01,0
2009-01-15,D,Repair access stairs SHD0024,PM01,2210.49
2009-02-03,D,Rewel caracked stairs/handrails SHD24,PM01,1139.6
2009-02-09,D,stairs bent,PM01,1948.01
2009-04-01,D,Bottom section of stairs bent,PM01,0
2009-04-09,D,RHS Boom access ladder broken,PM01,0
2009-04-09,D,Bracket on ladder to cab broken,PM01,0
2009-04-28,D,Access stairs dropping -- not latching,PM01,1748.26
2009-05-05,D,Access step tread damaged repair/replace,PM01,0
2009-05-25,D,Broken H/Rail on access stairs SHD0024,PM06,1838.93
2009-08-04,D,Repair broken stair rails,PM01,939.5
2009-09-29,D,LH Stair rail cracked,PM01,0
2009-11-24,D,Replace bottom tread access stairs,PM01,0
2009-11-24,D,Bottom stair handrail bent,PM01,0
2010-06-01,D,replace accumulator  leaking bladder,PM01,0
2010-07-16,D,access stair  hand rail cracked halfway,PM01,2988.97
2010-07-19,D,ACC - Repair emergency access stairs.,PM06,1479.26
2010-07-27,D,ACC: Repair bent handrail  Access ladder,PM06,96.5
2010-10-08,D,Weld chain on access steps SHD24,PM01,0
2010-10-19,D,ACC Damage Main stairs,PM06,0
2011-01-11,D,Replace main access stair wire rope,PM01,0
2011-02-14,D,replace stair cable,PM01,600.03
2011-05-07,D,Repair hand rails access steps,PM01,213.85
2011-06-27,D,ACC access steps damaged MIGUEL,PM06,1910.71
2011-07-13,D,acc damage to stairs,PM06,528.46
2011-07-27,D,Shd 24 Replace access stairs hyd. line,PM01,660.58
2011-09-20,D,acc damage repair bent stair handrail,PM06,188.68
2011-09-20,D,ACC damage remount stair hyd hoses,PM06,94.1
2006-10-04,E,ACCESS STAIRS & HANDRAILS DAMAGED,PM06,9593.87
2007-01-08,E,ACCIDENT DAMAGE TO UPPER STEP FRAME,PM06,0
2007-02-13,E,REPAIR BENT LOWER LADDER,PM01,242.94
2007-03-04,E,HANDRAIL MISSING ON ACCESS STEPS.,PM01,0
2007-03-13,E,REPLACE HANDRAIL ON ACCESS STEPS,PM06,2922.87
2007-06-05,E,SECOND STEP IS BROKEN.,PM01,146.57
2008-07-29,E,BEAM UNDER ACCESS STEPS DAMAGED,PM01,0
2008-09-16,E,ACC DAMAGE TO ACCESS STEP HANDRAILS,PM06,0
2008-11-11,E,ONE CABLE IS MISSING OFF ACCESS LADDER,PM01,2324.1
2009-04-19,E,REPAIR CABIN ROOF COVER AND STEPTREADS,PM01,0
2009-04-29,E,REPLACE PULLY & ROPES ON ACCESS STAIRS,PM01,1465.1
2009-07-18,E,ACCESS STAIRS/ HANDRAILS DAMAGED,PM06,1592.5
2009-12-06,E,REPAIR BROKEN HANDRAIL / STEP,PM01,588
2011-07-01,E,REPAIR ACCESS STEP SUPPORT BRACKET,PM01,3164.23
2011-07-18,E,stair tread on stairs needs repair,PM01,745.43
2011-09-07,E,light over stairs not working,PM01,0
2011-09-12,E,REPLACE FRAYED BOARDING LADDER ROPES. MA,PM01,772.75
2002-02-18,B,Repair to Tritronics/Comm radio/2 way,PM01,0
2002-02-24,B,2-WAY NO TRANSMIT,PM01,265.05
2002-02-24,B,NO COMM RADIO,PM01,165.65
2002-02-26,B,REPLACE /REWIRE TWO-WAY,PM01,397.57
2002-03-03,B,Repair Material No:60177585 two-way.,PM13,86.8
2002-07-21,B,install radio,PM01,599.8
2002-07-22,B,replace radio with tape/radio,PM01,0
2002-09-28,B,REPLACE COMMERCIAL RADIO SPEAKERS,PM01,0
2002-10-05,B,no power to 2 way,PM01,126.6
2002-10-10,B,12V POWER TO TWO WAY & RADIO CUTS OFF,PM01,83.18
2002-12-29,B,Replace faulty commercial radio,PM01,248.85
2003-03-16,B,Shovel 16 comm radio see text,PM01,459.77
2003-04-08,B,REPLACE COM RADIO,PM01,296.03
2003-04-29,B,Radio repairs.,PM01,255.17
2003-05-01,B,Repair comm radio aerial,PM01,510.34
2003-05-17,B,repair commercial radio,PM01,746.21
2003-06-16,B,INSTALL NEW CLARION RADIO OLD 1 (R/S),PM01,565.14
2003-08-15,B,replace 2 way and mic,PM01,123.92
2003-09-02,B,replace radio,PM01,773.33
2003-11-11,B,repair 2-way,PM01,423.98
2003-11-11,B,"Repairs to commercial radio, shovel 16",PM01,713.5
2003-12-21,B,repaired com. radio,PM01,221.3
2003-12-22,B,Replace commercial radio,PM01,221.3
2004-06-05,C,REPLACE COMMERCIAL RADIO,PM01,160.19
2004-07-08,C,REPLACE COMMERCIAL RADIO,PM01,177.27
2008-03-24,C,"REPLACE Y15 SOLNOID, REPLACE 2 WAY RADIO",PM01,2148.58
2010-01-19,C,CHANGEOUT COMM RADIO,PM01,199.2
2010-03-02,C,REPLACE 2 WAY,PM01,1002.14
2010-06-02,C,REPLACE COMMERCIAL RADIO,PM01,527
2011-05-16,C,check and repair two way hands free func,PM01,3743.51
2003-12-17,D,Two way not receiving,PM02,0
2004-05-06,D,replaced two way and handpiece,PM01,61.5
2004-05-29,D,2way radio repairs.,PM01,0
2004-08-02,D,Repair Com Radio,PM01,0
2005-02-09,D,Com radio u/s.,PM01,381.32
2005-06-23,D,replace am/fm radio,PM01,0
2005-07-09,D,fix two way,PM01,434.06
2005-12-07,D,change 2 way hand piece,PM01,305.8
2006-04-12,D,replace two way speaker,PM01,249.05
2006-04-28,D,"Repair two-way in SHD24 \static\""""",PM01,0
2006-06-16,D,fix two way,PM01,173.84
2006-08-20,D,Two-way U/S in SHD24,PM01,452.5
2006-09-26,D,AM FM RADIO,PM01,0
2006-11-21,D,NIXONS...Mains Radio not receiving,PM01,0
2007-03-24,D,replace two-way speaker,PM01,144.56
2007-07-18,D,Two way faulty,PM01,0
2007-08-31,D,replace commercial radio,PM01,136.3
2008-04-24,D,T/way not receiving,PM01,550.56
2008-11-14,D,Repair two/way,PM01,405.39
2009-02-28,D,Repair two-way SHD24,PM01,362.23
2009-03-05,D,Fit up 2nd 2-way as per Production,PM01,1488.38
2009-03-20,D,Commecial radio U/S SHD0024,PM01,0
2009-03-21,D,Replace Commercial radio SHD0024,PM01,876.14
2009-04-28,D,NIXONS - Repair hands free 2 way,PM01,0
2009-05-11,D,Commercial Radio Poor Reception,PM01,415.13
2009-05-29,D,Production request fitup hands free 2way,PM01,0
2009-08-18,D,Hands free radio not working,PM01,0
2009-10-27,D,Nixons update Two way system,PM01,1443.82
2009-12-18,D,Replace t/way hand piece,PM01,110.81
2010-02-11,D,Replace comm radio aerial SHD24,PM01,1038.16
2010-03-18,D,Hands free Twoway not working,PM01,686.36
2010-05-18,D,SHD 24 - Repair comm radio aerial,PM01,996.51
2010-07-29,D,SHD 24 Repair radio,PM01,569.19
2010-12-06,D,Replace radio speaker U/S,PM01,0
2010-12-07,D,Replace commercial radio speakers,PM01,107.53
2011-03-15,D,2 ways not working,PM01,0
2006-03-07,E,Repair hands free 2 - way,PM01,0
2009-09-26,E,REPAIR COM RADIO,PM01,0
2010-07-05,E,REPLACE COMMERCIAL RADIO,PM01,1975.55
2010-09-03,E,REPLACE MINE 2 WAY,PM01,199.2
2010-10-10,E,repair 2/way radio,PM01,363.63
2010-10-22,E,REPLACE RADIO,PM01,255
2011-02-21,E,check and repair two way hands free func,PM01,1320.9
2011-03-03,E,2 way boom mic err,PM01,2278.58
2011-06-30,E,2 WAY ERR,PM01,333.45
2003-12-05,A,CHARGE AIRCON,PM01,145.87
2003-12-09,A,REPAIR AIRCONDITIONER,PM01,940.07
2004-02-02,A,A/C FAULT,PM01,389.97
2004-04-16,A,A/C REPAIRS,PM01,214.94
2004-05-17,A,REPAIR AIRCONDITIONER,PM01,74.61
2004-07-13,A,A/C REPAIR,PM01,101.69
2004-07-15,A,LOW AIR PRESSURE,PM01,162.71
2004-12-03,A,A/C FAULT,PM01,201.45
2005-02-19,A,REPAIR A/C,PM01,0
2005-11-29,A,REPAIR A/C,PM01,376.41
2005-12-04,A,A/C Fault,PM01,89.9
2006-01-06,A,AIR CONDITIONER BLOWING HOT AIR,PM01,0
2006-04-26,A,REPAIR A/C,PM01,736.91
2006-08-15,A,REPAIR A/C,PM01,0
2006-10-04,A,REPAIR A / C,PM01,430.16
2007-01-17,A,REPAIR A/C,PM01,0
2007-01-31,A,REPAIR A/C FAULT,PM01,85.77
2007-07-09,A,RERAIR A/C,PM01,387.77
2007-09-24,A,REPAIR A/C,PM01,246.12
2007-10-05,A,REPAIR A/C FAULT,PM01,327.41
2008-05-05,A,No power to a/c,PM01,285.3
2008-05-21,A,A/C FAULT,PM01,0
2008-05-21,A,A/C BLOWING HOT AIR,PM01,2040.79
2008-09-17,A,A/C REPAIRS,PM01,0
2008-09-20,A,REPAIR AIR LEAK,PM01,383.25
2008-12-04,A,A/C BLOWING HOT AIR,PM01,525.7
2001-08-13,B,check air con (blowing hot air),PM01,0
2001-09-05,B,REPLACE AIRCONDITIONER BELTS,PM01,0
2001-10-24,B,SERVICE AIR CONDITIONER,PM01,0
2001-11-01,B,REPLACE A/C FILTERS,PM01,294.86
2001-12-05,B,REPAIR AIR CONDITIONER,PM01,1668.52
2001-12-08,B,Replace RH engine thermostats,PM01,0
2001-12-12,B,A/C BLOWING HOT AIR,PM01,552.52
2001-12-21,B,REPLACE BLOWN A/C HOSE,PM01,1483.78
2002-02-02,B,AIR COND WONT TURN OFF WITH IGNITION.,PM01,0
2002-02-10,B,Repairs to air con system,PM01,982.1
2002-03-12,B,AIR COND U/S,PM01,265.05
2002-04-29,B,AIRCOND BELT NOT WORKING,PM01,446.06
2002-06-20,B,A/C CONDENSOR FAN U/S SEE TEXT,PM01,671.98
2002-06-27,B,air con. not getting cold.,PM01,214.88
2002-07-03,B,REPLACE THERMOSTAT/SERVICE AIR CON..,PM01,273.43
2002-07-05,B,REPLACE AIR CON. FILTERS,PM01,228.43
2002-07-22,B,a/c blowing hot air,PM01,833.73
2002-08-13,B,a/c not working,PM01,157.49
2002-09-02,B,A/C. not cold COMPLETED,PM01,379.24
2002-09-11,B,AIR CON U/S SEE TEXT,PM01,3875.61
2002-09-25,B,REPLACE A/C THERMOSTAT KNOB SLIPPING,PM01,0
2002-11-21,B,CAB PRESSURISER MOTOR U/S,PM01,670.1
2002-12-01,B,inspect / clean a/c,PM01,0
2002-12-04,B,cab pressuriser u/s.,PM01,844.73
2002-12-18,B,replace cab pressuriser element,PM01,0
2003-01-30,B,not cooling,PM01,167.2
2003-02-03,B,REPLACE PRESSURISER FILTER,PM01,190.82
2003-02-17,B,top up a/c gas,PM01,334.4
2003-03-22,B,repairs to A/C,PM01,1818.83
2003-03-23,B,REPLACE A/C CIRCUIT COMP.,PM01,0
2003-03-24,B,A/C SYSTEM,PM01,0
2003-05-04,B,A/C NOT WORKING PROPERLY,PM01,127.59
2003-05-07,B,A/C NOT WORKING,PM01,127.59
2003-05-21,B,Replace cab pressuriser motor TEXT,PM01,483.55
2003-06-06,B,airconditioner not getting cold,PM01,0
2003-08-04,B,a/c compresor stuffed,PM01,16756.27
2003-08-05,B,Heater not working,PM01,210.43
2003-09-15,B,AIR CON FAN NOT WORKING.,PM01,446.11
2003-09-29,B,replace air-cond compressor drive belts,PM01,12.6
2003-10-16,B,Repairs to SHD16 air con Grt Sthn Auto,PM01,1578
2004-01-07,B,a/c playing up,PM01,180.3
2004-01-27,B,a/c getting hot     text,PM01,60.1
2004-02-05,B,service A/C shd0016,PM01,1247.69
2004-02-06,B,AIR CON DRIPPING,PM01,532.05
2004-02-06,B,no power to a/c unit,PM01,0
2004-02-07,B,no power to A/C,PM01,0
2004-02-08,B,a/c fans and unit not working,PM01,931.08
2004-02-16,B,REPLACE AIR CON BELT,PM01,544.65
2004-02-17,B,air comditioning not working,PM01,359.93
2004-03-14,B,REPLACE CAB AIR CON FILTER.,PM01,28.35
2004-03-15,B,AIR CON. TOO COLD.,PM01,184.81
2004-05-04,B,Air Cond't repairs 19/9/03 invoice 2321,PM01,85.11
2004-06-28,B,AIR/CON FANS NOT WORKING,PM01,0
2004-10-25,B,blowing hot air,PM01,428
2004-03-08,C,REPLACE AIR CON BELT,PM01,167.45
2004-05-13,C,CHECK HEATER,PM01,88.12
2004-05-30,C,AIR CONDITIONER NOT WORKING,PM01,774.24
2004-06-16,C,RF-CHECK HEATER,PM01,280.33
2004-07-19,C,WONT BUILD UP AIR,PM01,576.06
2004-10-28,C,RF - CHECK BACK A/C (HEATER STUCK ON),PM01,363.02
2004-11-24,C,REPAIR WATER LEAK,PM01,73.26
2005-02-08,C,FIT OIL SEPARATORS TO AC SYSTEM,PM01,0
2005-02-13,C,RF-REPAIR BELT GUARD,PM01,149.34
2005-11-08,C,RF - CHECK A/C (NOT COOLING),PM01,73.46
2005-11-11,C,RF - CHECK A/C (NOT COOLING),PM01,337.51
2005-12-03,C,RF-REPLACE PRESSURISING MOTOR (ELECT CAB,PM01,371.94
2006-03-11,C,RF - CHECK REAR A/C (NOT COOLING),PM01,261.8
2006-04-09,C,RF-REPAIR AIR-COND.,PM01,944.65
2006-04-18,C,RF-CHECK AIR COND.,PM01,136.09
2006-07-02,C,RF - Replace noisy fresh air motor,PM01,1279.22
2006-11-27,C,RF-PRESSURISING MOTOR U/S.,PM01,403.81
2006-12-12,C,RF-CHECK AIR COND.,PM01,158.07
2007-01-20,C,REPLACE VEE BELT,PM01,9.56
2007-01-22,C,REPLACE AIRCON BRACKET- NEW STYLE,PM01,900
2007-03-20,C,REPLACE AIRCON BRACKET- NEW STYLE,PM01,0
2007-03-25,C,RF - REPLACE VEE BELT (LH ENGINE),PM01,92.9
2007-04-13,C,RF-REPLACE COMPRESSOR,PM01,179.35
2007-05-23,C,RF-REPLACE VEE BELT,PM01,235.79
2007-06-05,C,RF-REPLACE PRESSURISER MOTOR,PM01,593.98
2007-09-20,C,RF-FAN NOT WORKING,PM01,151.18
2007-09-29,C,RF - CHECK A/C (NOT COOLING),PM01,158.57
2007-12-27,C,RF - CHECK FRONT A/C (NOT COOLING),PM01,186.16
2008-01-04,C,RF - REPLACE DRIERS FRONT A/C,PM01,222.43
2008-03-25,C,RF - REPLACE SOLENOID RELAY FRONT A/C,PM01,581.83
2008-04-20,C,RF-REPAIR PRESSURISERS,PM01,850.56
2008-04-26,C,RF - CHECK REAR A/C (HOT AIR),PM01,1165.83
2008-08-20,C,RF-CHANGE OUT PRESSURISING MOTOR,PM01,235.91
2008-09-07,C,RF - REPAIR A/C (NOT COOLING),PM01,0
2010-06-01,C,RF - CHECK A/C (NOT COOLING),PM01,264.18
2010-07-13,C,RF - CHECK A/C (NOT COOLING),PM01,0
2010-08-19,C,rf-a/c repairs,PM01,346.7
2010-10-04,C,rf-gas recovery both units,PM01,366.95
2011-01-02,C,CHECK OPERATION OF A/C UNITS,PM01,2294.77
2011-02-26,C,RF - A/C NOISY,PM01,0
2011-03-08,C,RF - check a/c (not cooling),PM01,624.49
2011-06-15,C,RF - check a/c (not cooling),PM01,0
2011-07-03,C,HEATER NOT GETTING WARM,PM01,1304.5
2011-09-15,C,"rf-wireing fault a/c,blocked drier,press",PM01,1251.75
2011-09-17,C,NO POWER TO A/C CLUTCH,PM01,0
2003-07-12,D,Both air cond. have no power to them,PM01,650.79
2003-07-29,D,AIR-COND. BLOWING HOT AIR,PM01,553.47
2003-12-11,D,C/o lh air conditioning compressor and m,PM01,1271.41
2004-01-28,D,Need to modify both air con guards.,PM02,0
2004-02-04,D,OIL LEAK AT STICK CYLINDER,PM01,1213.74
2004-08-23,D,Air con blowing hot air,PM01,0
2004-10-28,D,Air con blowing hot air,PM01,1258.41
2005-01-21,D,rh a/c not cooling,PM01,0
2005-05-09,D,r/h a/c clutch glowinh red hot,PM01,141.11
2005-06-23,D,X1 cabinet pressuriser u/s,PM01,889.23
2005-06-23,D,a/c condensors & hyd coolers need hosing,PM01,0
2005-07-27,D,Fit A/Cond Compressor,PM01,166.73
2005-10-22,D,A/C not working,PM01,262.78
2006-03-01,D,REPLACE THERMOSTAT-OVERHEATING,PM01,1908.1
2006-06-22,D,"a/c not cold....,,wire broken off l/h en",PM01,351.3
2006-08-29,D,Air condition not working,PM01,0
2006-08-30,D,Air - con blowing hot air,PM01,0
2006-08-31,D,LUBE FAULT,PM01,0
2006-09-08,D,Rear a/c unit has no power,PM01,81.49
2006-09-09,D,air con. blowing hot.,PM01,317.97
2006-09-25,D,Air con. fan not working,PM01,316.01
2006-10-05,D,L/H A/C not working,PM01,874.1
2006-10-17,D,repair air /cons,PM01,190.8
2006-10-18,D,Aircon. not working,PM01,0
2006-10-19,D,REAR AIR CON UNIT BLOWING HOT AIR.,PM01,0
2006-10-19,D,Replace R/H A/C Compressor,PM01,2468.36
2006-10-26,D,l/h air con has little or no gas,PM01,0
2006-10-26,D,high pressure R / H air. con,PM01,0
2006-10-27,D,Air conditioners not working,PM01,0
2006-10-27,D,both aircons u/s,PM01,4049.76
2006-11-01,D,replace a/c filter,PM01,27.75
2006-11-09,D,Replace both A/C reciever driers,PM01,140.6
2006-12-06,D,Aircons not getting cold SHD24,PM01,165.49
2006-12-21,D,Replace air cond brackets,PM01,2100
2007-01-31,D,air/con not up to scratch,PM01,0
